시도,시군구,월,PM25,PM10,SO2,O3,NO2,CO
강원특별자치도,양구,202402,13,16,0.0014,0.0302,0.0088,0.42
강원특별자치도,고성,202402,13,22,0.0021,0.0397,0.0048,0.31
강원특별자치도,정선,202402,12,21,0.0019,0.0328,0.0091,0.4
강원특별자치도,횡성,202402,18,25,0.0019,0.0282,0.0119,0.46
강원특별자치도,춘천,202402,15*,23*,0.0022*,0.0307*,0.0106*,0.41*
강원특별자치도,강릉,202402,14,23,0.0022,0.0351,0.0104,0.41
강원특별자치도,원주,202402,20,27,0.0025,0.0257*,0.0139,0.43
강원특별자치도,동해,202402,12,21,0.0015,0.0357,0.0126,0.33
강원특별자치도,삼척,202402,14,21,0.0016,0.027,0.0132,0.37
강원특별자치도,평창,202402,15,27,0.0015,0.0287,0.0092,0.38
강원특별자치도,양양,202402,12,18,0.0021,0.0371,0.0069,0.43
강원특별자치도,속초,202402,17,26,0.0037,0.0304,0.0115,0.39
강원특별자치도,영월,202402,15,22,0.0011,0.0256,0.0093,0.38
강원특별자치도,철원,202402,18,27,0.0023,0.0311,0.0073,0.29
강원특별자치도,홍천,202402,18,27,0.0023,0.0234,0.0136,0.29
강원특별자치도,화천,202402,16,27,0.0016,0.0275,0.0084,0.39
강원특별자치도,태백,202402,11,20,0.0027,0.0359,0.0104,0.51
강원특별자치도,인제,202402,11,20,0.0019,0.0311,0.0061,0.31
강원특별자치도,도평균,202402,15,24,0.0021,0.0305,0.0104,0.39
강원특별자치도,양구,202401,19,22,0.0016,0.0258,0.0122,0.48
강원특별자치도,고성,202401,14,23,0.0025,0.0357,0.0053,0.37
강원특별자치도,정선,202401,17,29,0.0019,0.029,0.0116,0.39
강원특별자치도,횡성,202401,26,36,0.0022,0.0205,0.0145,0.52
강원특별자치도,춘천,202401,21*,30*,0.0030*,0.0246*,0.0151*,0.53*
강원특별자치도,강릉,202401,15,24,0.0027,0.0327,0.0107,0.47
강원특별자치도,원주,202401,27,36,0.003,0.0179,0.0193,0.56
강원특별자치도,동해,202401,14,20,0.0022,0.0317,0.0151,0.37
강원특별자치도,삼척,202401,13,20,0.002,0.0258,0.0142,0.39
강원특별자치도,평창,202401,20,35,0.0016,0.0229,0.0129,0.43
강원특별자치도,양양,202401,12,19,0.0026,0.0386,0.0062,0.47
강원특별자치도,속초,202401,17,26,0.0039,0.0261,0.012,0.41
강원특별자치도,영월,202401,22,30,0.0009,0.0206,0.014,0.49
강원특별자치도,철원,202401,23,35,0.003,0.0261,0.0112,0.36
강원특별자치도,홍천,202401,27,38,0.0026,0.0158,0.0182,0.4
강원특별자치도,화천,202401,22,37,0.0028,0.0209,0.0142,0.52
강원특별자치도,태백,202401,12,23,0.0029,0.0344,0.0102,0.52
강원특별자치도,인제,202401,15,28,0.0019,0.0308,0.0085,0.36
강원특별자치도,도평균,202401,20,29,0.0025,0.0255,0.0135,0.47
강원특별자치도,양구,202309,6,13,0.002,0.0241,0.0031,0.29
강원특별자치도,고성,202309,6,0,0.0019,0.0273,0.0024,0.4
강원특별자치도,정선,202309,9,16,0.0018,0.0258,0.0053,0.29
강원특별자치도,횡성,202309,7**,15**,0.0023**,0.0254**,0.0068**,0
강원특별자치도,춘천,202309,6*,19*,0.0016*,0.0273*,0.0042*,0.27*
강원특별자치도,강릉,202309,8,15,0.0017,0.0312,0.0055,0.28
강원특별자치도,원주,202309,11,21,0.0016,0.03,0.0066,0.28
강원특별자치도,동해,202309,7,17,0.001,0.0319,0.0075,0.31
강원특별자치도,삼척,202309,7,16,0.001,0.0162,0.0088,0.31
강원특별자치도,평창,202309,8,17,0.001,0.0236,0.0052,0.22
강원특별자치도,양양,202309,6,13,0.002,0.0347,0.0035,0.48
강원특별자치도,속초,202309,0,21,0.002,0.0299,0.0045,0.25
강원특별자치도,영월,202309,5,16,0.002,0.0284,0.0041,0.48
강원특별자치도,철원,202309,10,21,0.0021,0.0262,0.0031,0.21
강원특별자치도,홍천,202309,9,18,0.0024,0.0229,0.0053,0.23
강원특별자치도,화천,202309,7,18,0.002,0.0186,0.0028,0.29*
강원특별자치도,태백,202309,7,13,0.0021,0.0305,0.0056,0.39
강원특별자치도,인제,202309,6,15,0.0018,0.029,0.0032,0.28
강원특별자치도,도평균,202309,8,17,0.0018,0.0275,0.0051,0.3
강원특별자치도,양구,202308,6,11,0.002,0.024,0.003,0.24
강원특별자치도,고성,202308,5,0,0.0017,0.0249,0.0033,0.42
강원특별자치도,정선,202308,2,9,0.0018,0.0265,0.0045,0.29
강원특별자치도,횡성,202308,8*,16*,0.0019*,0.0280*,0.0057*,0.53*
강원특별자치도,춘천,202308,6*,18*,0.0016*,0.0294*,0.0044*,0.33*
강원특별자치도,강릉,202308,8,16,0.0018,0.0293,0.0059,0.24
강원특별자치도,원주,202308,12,25,0.0016,0.03,0.006,0.3
강원특별자치도,동해,202308,8,21,0.001,0.0292,0.0073,0.29
강원특별자치도,삼척,202308,8,18,0.001,0.0186,0.0081,0.28
강원특별자치도,평창,202308,9,17,0.0017,0.0246,0.0048,0.21
강원특별자치도,양양,202308,5,13,0.0016,0.0348,0.0031,0.42*
강원특별자치도,속초,202308,0,22,0.0019,0.0286,0.0048,0.25
강원특별자치도,영월,202308,9,18,0.002,0.0275,0.0041,0.54
강원특별자치도,철원,202308,10,20,0.0022,0.0283,0.0033,0.19
강원특별자치도,홍천,202308,9,15,0.003,0.0249,0.0052,0.22
강원특별자치도,화천,202308,7,16,0.002,0.0186,0.0028,0.33
강원특별자치도,태백,202308,4,7,0.0021,0.0284,0.0053,0.28
강원특별자치도,인제,202308,5,13,0.0017,0.0289,0.0032,0.3
강원특별자치도,도평균,202308,8,18,0.0018,0.0276,0.0049,0.31
강원특별자치도,양구,202307,10,17,0.0019,0.0330**,0.0034,0.33
강원특별자치도,고성,202307,10,0,0.0016,0.0356,0.0047,0.43
강원특별자치도,정선,202307,3,14,0.0017,0.0293,0.005,0.3
강원특별자치도,횡성,202307,9,18,0.0011,0.0318,0.0052,0.44
강원특별자치도,춘천,202307,9*,25*,0.0015*,0.0331*,0.0049*,0.43*
강원특별자치도,강릉,202307,12,23,0.0016,0.0351,0.0079,0.26
강원특별자치도,원주,202307,13,29,0.0016,0.0319,0.0066,0.33
강원특별자치도,동해,202307,12,30,0.0018,0.032,0.0114,0.35
강원특별자치도,삼척,202307,12,26,0.0011,0.0318,0.0104,0.32
강원특별자치도,평창,202307,9,17,0.002,0.0258,0.0066,0.29
강원특별자치도,양양,202307,8,19,0.0014,0.0431,0.004,0.45**
강원특별자치도,속초,202307,0,29,0.0021,0.0364,0.0063,0.29
강원특별자치도,영월,202307,6,20,0.0011,0.0239,0.004,0.65
강원특별자치도,철원,202307,15,27,0.0015,0.0361,0.0037,0.21
강원특별자치도,홍천,202307,13,20,0.002,0.0272,0.0057,0.21
강원특별자치도,화천,202307,9,24,0.0017,0.0242,0.0036,0.32
강원특별자치도,태백,202307,5,11,0.002,0.0349,0.0046,0.22
강원특별자치도,인제,202307,9,21,0.0011,0.0346,0.0034,0.32
강원특별자치도,도평균,202307,10,23,0.0016,0.0323,0.0058,0.34
강원특별자치도,양구,202306,10,17,0.0017,0.0425,0.004,0.38*
강원특별자치도,고성,202306,7*,0,0.0018,0.0457,0.0049,0.32
강원특별자치도,정선,202306,11,22,0.002,0.0427,0.0058,0.26
강원특별자치도,횡성,202306,12,23,0.0012,0.0469,0.0064,0.4
강원특별자치도,춘천,202306,10,23,0.0013,0.0453,0.0055,0.35
강원특별자치도,강릉,202306,9,20,0.0013,0.0459,0.0067,0.26
강원특별자치도,원주,202306,15,31,0.0018,0.047,0.0079,0.35
강원특별자치도,동해,202306,12,26,0.0014,0.0441,0.0102,0.29
강원특별자치도,삼척,202306,12,23,0.0013,0.0462,0.0093,0.31
강원특별자치도,평창,202306,3,10,0.002,0.0392,0.0091,0.3
강원특별자치도,양양,202306,5*,19,0.0012,0.0493,0.0039,0.39
강원특별자치도,속초,202306,15*,27,0.0026,0.0451,0.0046,0.29
강원특별자치도,영월,202306,9,23,0.0019,0.0388,0.0057,0.59
강원특별자치도,철원,202306,16,27,0.0012,0.0444,0.0039,0.2
강원특별자치도,홍천,202306,14,23,0.0022,0.0384,0.0059,0.21
강원특별자치도,화천,202306,9*,23,0.0011,0.0361,0.004,0.26
강원특별자치도,태백,202306,8,17,0.0021,0.0455,0.0059,0.3
강원특별자치도,인제,202306,9,20,0.0015,0.0473,0.0037,0.28
강원특별자치도,도평균,202306,11,23,0.0016,0.0446,0.0062,0.33
강원특별자치도,양구,202305,14,27,0.002,0.0465,0.0052,0.37
강원특별자치도,고성,202305,0,29**,0.0017,0.0483,0.0047,0.38
강원특별자치도,정선,202305,14,34,0.002,0.044,0.0061,0.25
강원특별자치도,횡성,202305,15,32,0.0013,0.0472,0.0067,0.34
강원특별자치도,춘천,202305,13,35*,0.0018,0.0483,0.007,0.34
강원특별자치도,강릉,202305,14,35,0.0018,0.0459,0.0085,0.32
강원특별자치도,원주,202305,17,40,0.002,0.0443,0.0094,0.34
강원특별자치도,동해,202305,17,42,0.0013,0.044,0.0117,0.32
강원특별자치도,삼척,202305,14,33,0.0014,0.0462,0.0109,0.33
강원특별자치도,평창,202305,7,24,0.0019,0.0428,0.0088,0.27
강원특별자치도,양양,202305,0,34,0.0014,0.0505,0.0047,0.43
강원특별자치도,속초,202305,0,42,0.0022,0.0443,0.0062,0.28
강원특별자치도,영월,202305,14,32,0.0021,0.0378,0.007,0.54
강원특별자치도,철원,202305,16,37,0.0017,0.0457,0.0052,0.19
강원특별자치도,홍천,202305,16,33,0.0022,0.039,0.0081,0.25
강원특별자치도,화천,202305,0,35,0.0012,0.0422,0.0048,0.29
강원특별자치도,태백,202305,10,28,0.0021,0.0453,0.0065,0.3
강원특별자치도,인제,202305,12,33,0.0016,0.0505,0.0041,0.25
강원특별자치도,도평균,202305,14,35,0.0018,0.0454,0.0073,0.33
강원특별자치도,양구,202304,14,43,0.002,0.0449,0.0066,0.38
강원특별자치도,고성,202304,18,61,0.0013,0.0449,0.0046,0.39
강원특별자치도,정선,202304,19,70,0.002,0.0444,0.0078,0.27
강원특별자치도,횡성,202304,20,53,0.0014,0.0434,0.0088,0.33
강원특별자치도,춘천,202304,15*,55,0.0017,0.0431,0.0092,0.33
강원특별자치도,강릉,202304,20,71,0.0019,0.044,0.0086,0.39
강원특별자치도,원주,202304,20,60,0.0024,0.0402,0.0115,0.37
강원특별자치도,동해,202304,22,82,0.0012,0.0433,0.0121,0.34
강원특별자치도,삼척,202304,20,62,0.0016,0.0469,0.0097,0.32
강원특별자치도,평창,202304,12,51,0.0017,0.0403,0.0086,0.21
강원특별자치도,양양,202304,16,61,0.0013,0.0469,0.005,0.43
강원특별자치도,속초,202304,22,72,0.0023,0.0432,0.0071,0.25
강원특별자치도,영월,202304,19,57,0.0019,0.036,0.0062,0.42
강원특별자치도,철원,202304,19,59,0.0016,0.0405,0.0048,0.18
강원특별자치도,홍천,202304,18,54,0.002,0.0348,0.0105,0.28
강원특별자치도,화천,202304,19*,53,0.0015,0.041,0.0066,0.34
강원특별자치도,태백,202304,15,60,0.0026,0.0473,0.0072,0.29
강원특별자치도,인제,202304,13,55,0.0011,0.0489,0.005,0.28
강원특별자치도,도평균,202304,18,60,0.0018,0.0427,0.0084,0.33
강원특별자치도,양구,202303,22,44,0.0021,0.0424,0.0111,0.42
강원특별자치도,고성,202303,23,44,0.0017,0.046,0.006,0.39
강원특별자치도,정선,202303,23,59,0.0024,0.0427,0.0108,0.38
강원특별자치도,횡성,202303,29,57,0.0021,0.0397,0.0134,0.43
강원특별자치도,춘천,202303,24,57,0.0022,0.0398,0.0154,0.47
강원특별자치도,강릉,202303,19,54,0.0025,0.0445,0.0104,0.46
강원특별자치도,원주,202303,30,63,0.0033,0.0372,0.0179,0.5
강원특별자치도,동해,202303,20,56,0.0018,0.041,0.016,0.37
강원특별자치도,삼척,202303,18,42,0.0018,0.045,0.0142,0.39
강원특별자치도,평창,202303,19,50,0.0017,0.0385,0.0129,0.37
강원특별자치도,양양,202303,18,47,0.0018,0.0445,0.0071,0.44
강원특별자치도,속초,202303,21,56,0.0033,0.0423,0.0103,0.31
강원특별자치도,영월,202303,24,55,0.0024,0.0345,0.0099,0.48
강원특별자치도,철원,202303,25,62,0.0022,0.0383,0.0078,0.19
강원특별자치도,홍천,202303,28,60,0.0019,0.0316,0.0161,0.37
강원특별자치도,화천,202303,27,59,0.0021,0.0376,0.0105,0.41
강원특별자치도,태백,202303,17,51,0.0031,0.0453,0.011,0.49
강원특별자치도,인제,202303,17,49,0.0016,0.0448,0.0085,0.33
강원특별자치도,도평균,202303,24,55,0.0024,0.0405,0.0127,0.42
강원특별자치도,양구,202302,24,31,0.0021,0.0298,0.0143,0.51
강원특별자치도,고성,202302,23,27,0.0021,0.0391,0.006,0.4
강원특별자치도,정선,202302,24,42,0.0028,0.0328,0.0122,0.44
강원특별자치도,횡성,202302,31,42,0.0023,0.0273,0.0162,0.49
강원특별자치도,춘천,202302,26,38,0.0026,0.0268,0.0187,0.52
강원특별자치도,강릉,202302,18,33,0.0031,0.0361,0.013,0.5
강원특별자치도,원주,202302,32,45,0.004,0.0244,0.0213,0.57
강원특별자치도,동해,202302,19,32,0.0021,0.0309,0.0182,0.42
강원특별자치도,삼척,202302,16,25,0.0023,0.0354,0.0155,0.41
강원특별자치도,평창,202302,22,38,0.0017,0.0294,0.0119,0.47
강원특별자치도,양양,202302,20,30,0.0021,0.0323,0.0081,0.5
강원특별자치도,속초,202302,21,34,0.0039,0.0314,0.0142,0.39
강원특별자치도,영월,202302,25,40,0.0028,0.0253,0.013,0.49
강원특별자치도,철원,202302,26,44,0.0033,0.0278,0.0101,0.25
강원특별자치도,홍천,202302,31,44,0.0022,0.0198,0.0196,0.48
강원특별자치도,화천,202302,29,39,0.0022,0.0258,0.0123,0.47
강원특별자치도,태백,202302,16,30,0.0035,0.0349,0.0123,0.59
강원특별자치도,인제,202302,20,35,0.0014,0.0337*,0.0108*,0.39
강원특별자치도,도평균,202302,25,37,0.0028,0.0293,0.0152,0.48
강원특별자치도,양구,202301,21,31,0.0021,0.0226,0.0159,0.57
강원특별자치도,고성,202301,17,24,0.0021,0.0355,0.0056,0.41
강원특별자치도,정선,202301,21,43,0.0026,0.0255,0.0125,0.47
강원특별자치도,횡성,202301,27,39,0.0021,0.0198,0.0173,0.57
강원특별자치도,춘천,202301,24,39,0.0027,0.0188,0.0205,0.64
강원특별자치도,강릉,202301,14,30,0.0027,0.0338,0.0106,0.45
강원특별자치도,원주,202301,28,44,0.0039,0.0169,0.0225,0.62
강원특별자치도,동해,202301,15,30,0.0021,0.0309,0.0141,0.38
강원특별자치도,삼척,202301,12,24,0.0023,0.032,0.0152,0.41
강원특별자치도,평창,202301,22,41,0.0019,0.0205,0.013,0.45
강원특별자치도,양양,202301,14,26,0.002,0.0316,0.0062,0.44
강원특별자치도,속초,202301,14,30,0.0033,0.0292,0.0113,0.33
강원특별자치도,영월,202301,24,41,0.0021,0.0182,0.013,0.52
강원특별자치도,철원,202301,20,44,0.0029,0.0222,0.0108,0.21
강원특별자치도,홍천,202301,30,44,0.0021,0.0134,0.0206,0.54
강원특별자치도,화천,202301,29,42,0.0027,0.0188,0.0157,0.59
강원특별자치도,태백,202301,12,29,0.0033,0.0319,0.0105,0.6
강원특별자치도,인제,202301,16,34,0.002,0.0267,0.0101,0.38
강원특별자치도,도평균,202301,21,37,0.0027,0.0236,0.0153,0.51
강원특별자치도,양구,202312,16,23,0.0016,0.0235,0.0116,0.47
강원특별자치도,고성,202312,13,24,0.0023,0.0362,0.005,0.34
강원특별자치도,정선,202312,19,32,0.0015,0.0261,0.0123,0.39
강원특별자치도,횡성,202312,23,33,0.0026,0.0204,0.0153*,0.52
강원특별자치도,춘천,202312,19*,32*,0.0027*,0.0231*,0.0148*,0.53*
강원특별자치도,강릉,202312,14,25,0.0027,0.0343,0.0094,0.46*
강원특별자치도,원주,202312,23,34,0.0029,0.019,0.0187,0.52
강원특별자치도,동해,202312,14,22,0.0022,0.031,0.0138,0.36
강원특별자치도,삼척,202312,12,22,0.002,0.0265,0.0134,0.36
강원특별자치도,평창,202312,18,35,0.0016,0.0208,0.0125,0.38
강원특별자치도,양양,202312,11,22,0.0025,0.041,0.0059,0.36
강원특별자치도,속초,202312,13*,28,0.0036,0.028,0.0108,0.38
강원특별자치도,영월,202312,21,30,0.0013*,0.0179,0.0137,0.43
강원특별자치도,철원,202312,18*,33,0.0028,0.0263,0.0088,0.32
강원특별자치도,홍천,202312,24,37,0.0027,0.0158,0.0169,0.43
강원특별자치도,화천,202312,19,35,0.0026,0.021,0.0116,0.43
강원특별자치도,태백,202312,12,27,0.0029,0.0333,0.0109,0.55
강원특별자치도,인제,202312,13,23,0.0021,0.0282,0.009,0.35
강원특별자치도,도평균,202312,18,30,0.0025,0.0253,0.0129,0.44
강원특별자치도,양구,202311,13,18,0.0017,0.0256,0.0085,0.43
강원특별자치도,고성,202311,9,19*,0.0017,0.0367,0.0041,0.28
강원특별자치도,정선,202311,17,28,0.0018,0.0293,0.0099,0.33
강원특별자치도,횡성,202311,18**,28**,0.0023**,0.0205**,0.0169**,0.57**
강원특별자치도,춘천,202311,15*,27*,0.0025*,0.0242*,0.0122*,0.45*
강원특별자치도,강릉,202311,12,20,0.0022,0.0363,0.0078,0.42
강원특별자치도,원주,202311,20,32,0.0027,0.0228,0.0158,0.44
강원특별자치도,동해,202311,13,18,0.0018,0.0345,0.0108,0.32
강원특별자치도,삼척,202311,10,19,0.0021,0.0272,0.0118,0.33
강원특별자치도,평창,202311,15,31,0.0015,0.023,0.0103,0.3
강원특별자치도,양양,202311,8,16,0.0023,0.044,0.0053,0.35
강원특별자치도,속초,202311,0,22,0.0028,0.0299,0.008,0.31
강원특별자치도,영월,202311,16,25,0.0022,0.0192,0.0128,0.46
강원특별자치도,철원,202311,17,30,0.0028,0.0289,0.0076,0.26
강원특별자치도,홍천,202311,19,34,0.002,0.0173,0.013,0.35
강원특별자치도,화천,202311,14,28,0.0026,0.0215,0.0081,0.3
강원특별자치도,태백,202311,10,20,0.0027,0.0372,0.0089,0.47
강원특별자치도,인제,202311,10,21,0.0024,0.0338,0.0065,0.3
강원특별자치도,도평균,202311,15,25,0.0023,0.0279,0.0107,0.39
강원특별자치도,양구,202310,11,16,0.0019,0.0238,0.0053,0.33
강원특별자치도,고성,202310,9,0,0.0014,0.0376,0.0031,0.32
강원특별자치도,정선,202310,15,23,0.0018,0.0259,0.0064,0.26
강원특별자치도,횡성,202310,13**,23**,0.0024**,0.0210**,0.0114**,0.45**
강원특별자치도,춘천,202310,11*,23*,0.0019*,0.0245*,0.0082*,0.33*
강원특별자치도,강릉,202310,11,21,0.0017,0.0386,0.0071,0.4
강원특별자치도,원주,202310,15,26,0.002,0.0239,0.0112,0.38
강원특별자치도,동해,202310,10,19,0.0014,0.0371,0.0104,0.37
강원특별자치도,삼척,202310,10,19,0.0013,0.0257,0.0089,0.31
강원특별자치도,평창,202310,13,25,0.0012,0.0225,0.0069,0.24
강원특별자치도,양양,202310,9,17,0.0019,0.0475,0.0046,0.35
강원특별자치도,속초,202310,0,27,0.0023,0.0343,0.0075,0.29
강원특별자치도,영월,202310,13,21,0.002,0.0213,0.0068,0.52
강원특별자치도,철원,202310,14,25,0.0035,0.0272,0.0048,0.23
강원특별자치도,홍천,202310,13,25,0.0013,0.0178,0.0093,0.27
강원특별자치도,화천,202310,10,23,0.002,0.02,0.0048,0.27
강원특별자치도,태백,202310,10,20,0.0023,0.0327,0.0073,0.49
강원특별자치도,인제,202310,9,19,0.0021,0.0285,0.0048,0.29
강원특별자치도,도평균,202310,12,22,0.0019,0.028,0.0077,0.34
강원특별자치도,양구,202209,6,12,0.002,0.023,0.003,0.3
강원특별자치도,고성,202209,7,15,0.002,0.024,0.003,0.2
강원특별자치도,정선,202209,7,15,0.002,0.026,0.003,0.2
강원특별자치도,횡성,202209,6,15,0.002,0.028,0.005,0.3
강원특별자치도,춘천,202209,8,20,0.002,0.029,0.007,0.2
강원특별자치도,강릉,202209,10,18,0.002,0.027,0.008,0.3
강원특별자치도,원주,202209,8,20,0.002,0.027,0.01,0.4
강원특별자치도,동해,202209,6,14,0.002,0.028,0.007,0.2
강원특별자치도,삼척,202209,9,18,0.001,0.022,0.007,0.2
강원특별자치도,평창,202209,6,13,0.002,0.031,0.004,0.4
강원특별자치도,양양,202209,6,19,0.002,0.028,0.007,0.2
강원특별자치도,속초,202209,8,16,0.002,0.021,0.006,0.4*
강원특별자치도,영월,202209,10,18,0.002,0.028,0.005,0.3
강원특별자치도,철원,202209,7,14,0.001,0.023,0.007,0.2
강원특별자치도,홍천,202209,8,14,0.002,0.022,0.003,0.2
강원특별자치도,화천,202209,6,11,0.002,0.025,0.006,0.3
강원특별자치도,태백,202209,6,14,0.002,0.028,0.006,0.4
강원특별자치도,인제,202209,5,14,0.002,0.028,0.004,0.3
강원특별자치도,도평균,202209,7,16,0.002,0.026,0.006,0.3
강원특별자치도,양구,202208,6,13,0.002,0.025,0.004,0.4
강원특별자치도,고성,202208,8,12,0.002,0.025,0.003,0.4
강원특별자치도,정선,202208,8,17,0.002,0.027,0.005,0.2
강원특별자치도,횡성,202208,7,15,0.002,0.029,0.007,0.4
강원특별자치도,춘천,202208,7,17,0.002,0.031,0.005,0.4
강원특별자치도,강릉,202208,11,17,0.002,0.028,0.009,0.2
강원특별자치도,원주,202208,10,20,0.002,0.028,0.008,0.3
강원특별자치도,동해,202208,9,19,0.002,0.028,0.011,0.4
강원특별자치도,삼척,202208,7,16,0.001,0.028,0.009,0.3
강원특별자치도,평창,202208,7,15*,0.002,0.023,0.006,0.3
강원특별자치도,양양,202208,7,13,0.002,0.035,0.005,0.4
강원특별자치도,속초,202208,8,16,0.002,0.031,0.007,0.2
강원특별자치도,영월,202208,6,16,0.002,0.022,0.005,0.7
강원특별자치도,철원,202208,12,19,0.002,0.027,0.005,0.3
강원특별자치도,홍천,202208,10,15,0.002,0.027,0.007,0.2
강원특별자치도,화천,202208,8,17,0.002,0.023,0.003,0.3
강원특별자치도,태백,202208,7,11,0.002,0.029,0.006,0.3
강원특별자치도,인제,202208,6,14,0.001,0.029,0.004,0.3
강원특별자치도,도평균,202208,8,16,0.002,0.028,0.006,0.3
강원특별자치도,양구,202207,7,13,0.002,0.025,0.003,0.5
강원특별자치도,고성,202207,9,13,0.002,0.023,0.003,0.4
강원특별자치도,정선,202207,9,18,0.002,0.028,0.005,0.3
강원특별자치도,횡성,202207,9,17,0.001,0.032,0.006,0.3
강원특별자치도,춘천,202207,8,19,0.002,0.031,0.006,0.3
강원특별자치도,강릉,202207,7,16,0.002,0.029,0.007,0.2
강원특별자치도,원주,202207,13,25,0.002,0.034,0.008,0.4
강원특별자치도,동해,202207,11,20,0.002,0.03,0.009,0.3
강원특별자치도,삼척,202207,8,17,0.001,0.027,0.008,0.3
강원특별자치도,평창,202207,4,7,0.002,0.026,0.006,0.2
강원특별자치도,양양,202207,7,13,0.002,0.03,0.005,0.4*
강원특별자치도,속초,202207,9,16,0.002,0.029,0.005,0.2
강원특별자치도,영월,202207,5,19,0.002,0.027,0.005,0.6
강원특별자치도,철원,202207,10,21,0.002,0.027,0.005,0.3
강원특별자치도,홍천,202207,10,16,0.001,0.029,0.007,0.3
강원특별자치도,화천,202207,9,18,0.002,0.023,0.003,0.3
강원특별자치도,태백,202207,9,13,0.002,0.027,0.006,0.2
강원특별자치도,인제,202207,6,15,0.001,0.026,0.003,0.4
강원특별자치도,도평균,202207,9,18,0.002,0.029,0.006,0.3
강원특별자치도,양구,202206,10,15,0.001,0.041,0.005,0.4
강원특별자치도,고성,202206,11,17,0.002,0.043,0.004,0.4
강원특별자치도,정선,202206,12,23,0.002,0.042,0.005,0.3
강원특별자치도,횡성,202206,11,21,0.001,0.043,0.007,0.4
강원특별자치도,춘천,202206,10,20,0.002,0.042,0.006,0.3
강원특별자치도,강릉,202206,9,21,0.002,0.04,0.008,0.2
강원특별자치도,원주,202206,13,24,0.002,0.041,0.008,0.4
강원특별자치도,동해,202206,10,22,0.002,0.039,0.01,0.3
강원특별자치도,삼척,202206,12,19,0.001,0.039,0.008,0.3
강원특별자치도,평창,202206,9,15,0.002,0.039,0.007,0.2
강원특별자치도,양양,202206,9,16,0.001,0.041,0.005,0.4
강원특별자치도,속초,202206,8,19,0.002,0.038,0.006,0.2
강원특별자치도,영월,202206,11,21,0.002,0.041,0.005,0.5
강원특별자치도,철원,202206,11,22,0.002,0.038,0.006,0.2
강원특별자치도,홍천,202206,12,19,0.003,0.04,0.006,0.2
강원특별자치도,화천,202206,11,19,0.002,0.034,0.005*,0.3
강원특별자치도,태백,202206,10,17,0.002,0.039,0.006,0.2
강원특별자치도,인제,202206,8,18,0.001,0.041,0.004,0.3
강원특별자치도,도평균,202206,10,20,0.002,0.04,0.007,0.3
강원특별자치도,양구,202205,13**,23,0.003,0.057,0.006,0.3
강원특별자치도,고성,202205,15,26,0.002,0.058,0.005,0.4
강원특별자치도,정선,202205,12**,33,0.002,0.056,0.006,0.3
강원특별자치도,횡성,202205,15,30,0.002,0.052,0.008,0.5
강원특별자치도,춘천,202205,14,29,0.002,0.055,0.008,0.3
강원특별자치도,강릉,202205,14,30,0.002,0.058,0.009,0.2
강원특별자치도,원주,202205,17,34*,0.003,0.052,0.01,0.4
강원특별자치도,동해,202205,14,29,0.002,0.056,0.013,0.4
강원특별자치도,삼척,202205,14,25,0.002,0.058,0.01,0.3
강원특별자치도,평창,202205,14,25,0.002,0.05,0.007,0.2
강원특별자치도,양양,202205,13,25,0.002,0.055,0.006,0.5*
강원특별자치도,속초,202205,10,28,0.002,0.054,0.007,0.2
강원특별자치도,영월,202205,16,28,0.002,0.053,0.005,0.4
강원특별자치도,철원,202205,16,35,0.002,0.054,0.006,0.3
강원특별자치도,홍천,202205,16,29,0.003,0.055,0.008,0.2
강원특별자치도,화천,202205,16,29,0.002,0.049,0.005,0.3*
강원특별자치도,태백,202205,12,27,0.002,0.055,0.008,0.3
강원특별자치도,인제,202205,13,27,0.002,0.056,0.005,0.3
강원특별자치도,도평균,202205,15,29,0.002,0.054,0.008,0.3
강원특별자치도,양구,202204,0,32,0.002,0.054,0.008,0.4
강원특별자치도,고성,202204,18,34,0.002,0.049,0.006,0.4
강원특별자치도,정선,202204,0,38,0.002,0.05,0.007,0.3
강원특별자치도,횡성,202204,18,37,0.002,0.047,0.009,0.4
강원특별자치도,춘천,202204,17,37,0.002,0.051,0.01,0.3
강원특별자치도,강릉,202204,15,39,0.002,0.052,0.009,0.2
강원특별자치도,원주,202204,18,41*,0.002,0.045,0.013,0.4
강원특별자치도,동해,202204,19,36,0.002,0.05,0.012,0.4
강원특별자치도,삼척,202204,17,31,0.002,0.048,0.011,0.3
강원특별자치도,평창,202204,15,32,0.002,0.045,0.008,0.3
강원특별자치도,양양,202204,15,32,0.002,0.048,0.006,0.4
강원특별자치도,속초,202204,13,36,0.002,0.047,0.009,0.3
강원특별자치도,영월,202204,17,32,0.002,0.046,0.007,0.4
강원특별자치도,철원,202204,18,43,0.003,0.053,0.006,0.3
강원특별자치도,홍천,202204,18,36,0.002,0.05,0.011,0.2
강원특별자치도,화천,202204,18,38,0.002,0.046,0.007,0.3
강원특별자치도,태백,202204,12,32,0.002,0.051,0.007,0.3
강원특별자치도,인제,202204,13,33,0.002,0.05,0.006,0.3
강원특별자치도,도평균,202204,17,36,0.002,0.049,0.009,0.3
강원특별자치도,양구,202203,23**,26**,0.002,0.041,0.01,0.4
강원특별자치도,고성,202203,18,31,0.002,0.041,0.006,0.5
강원특별자치도,정선,202203,27**,42,0.002,0.039,0.009,0.4
